decimalLatitude,decimalLongitude,scientificName
37.081936,-2.750407,Thymus mastichina Sibth. & Sm.
37.061684,-2.756131,Genista umbellata Salzm. ex DC.
37.054963,-3.070992,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.081936,-2.750407,Thymus zygis L.
37.061684,-2.756131,Retama sphaerocarpa Boiss.
37.081936,-2.750407,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.054963,-3.070992,Teucrium compactum Clem. ex Lag.
37.061684,-2.756131,Ulex parviflorus Pourr.
37.081936,-2.750407,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.054963,-3.070992,Santolina rosmarinifolia L.
37.061684,-2.756131,Daphne gnidium L.
37.081936,-2.750407,Festuca scariosa Pau
37.054963,-3.070992,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.061684,-2.756131,Eryngium campestre L.
37.081936,-2.750407,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.061684,-2.756131,Phlomis crinita Cav.
37.054963,-3.070992,Ptilostemon hispanicus (Lam.) Greuter
37.081936,-2.750407,Koeleria vallesiana Asch. & Graebn.
37.061684,-2.756131,Marrubium vulgare L.
37.054963,-3.070992,Festuca elegans Boiss.
37.081936,-2.750407,Paronychia suffruticosa DC.
37.054963,-3.070992,Brachypodium retusum P.Beauv.
37.061684,-2.756131,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.061663,-2.750462,Pinus pinaster Bess.
37.054963,-3.070992,Festuca indigesta Boiss.
37.061684,-2.756131,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.061663,-2.750462,Quercus ilex subsp. ballota (Desf.) Bonafé
37.054963,-3.070992,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.061684,-2.756131,Teucrium compactum Clem. ex Lag.
37.061663,-2.750462,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.054963,-3.070992,Prunus ramburii Boiss.
37.061684,-2.756131,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.061663,-2.750462,Genista umbellata Salzm. ex DC.
37.054963,-3.070992,Rubus ulmifolius Schott
37.061684,-2.756131,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.061663,-2.750462,Retama sphaerocarpa Boiss.
37.061684,-2.756131,Ptilostemon hispanicus (Lam.) Greuter
37.054963,-3.070992,Rosa canina L.
37.061663,-2.750462,Ulex parviflorus Pourr.
37.061684,-2.756131,Carlina corymbosa L.
37.054963,-3.070992,Acinos alpinus subsp. meridionalis (Nyman) P.W.Ball
37.061663,-2.750462,Erinacea anthyllis Link
37.061684,-2.756131,Festuca scariosa Pau
37.041619,-3.059779,Pinus sylvestris Lour.
37.061663,-2.750462,Adenocarpus decorticans Boiss.
37.061684,-2.756131,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.041619,-3.059779,Quercus ilex subsp. ballota (Desf.) Bonafé
37.061663,-2.750462,Eryngium campestre L.
37.061684,-2.756131,Koeleria vallesiana Asch. & Graebn.
37.041619,-3.059779,Adenocarpus decorticans Boiss.
37.061663,-2.750462,Phlomis crinita Cav.
37.061684,-2.756131,Paronychia suffruticosa DC.
37.061663,-2.750462,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.063946,-2.75609,Pinus pinaster Bess.
37.061663,-2.750462,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.063946,-2.75609,Quercus ilex subsp. ballota (Desf.) Bonafé
37.061663,-2.750462,Carlina corymbosa L.
37.063946,-2.75609,"Dianthus pungens subsp. brachyanthus (Boiss.) Bernal, Fern.Casas, G.López, M.Laínz & Muñoz Garmendia"
37.061663,-2.750462,Festuca scariosa Pau
37.063946,-2.75609,Lotus corniculatus L.
37.061663,-2.750462,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.063946,-2.75609,Retama sphaerocarpa Boiss.
37.061663,-2.750462,Koeleria vallesiana Asch. & Graebn.
37.063946,-2.75609,Ulex parviflorus Pourr.
37.06622,-2.761696,Pinus pinaster Bess.
37.063946,-2.75609,Eryngium campestre L.
37.06622,-2.761696,Quercus ilex subsp. ballota (Desf.) Bonafé
37.063946,-2.75609,Phlomis crinita Cav.
37.06622,-2.761696,Ulex parviflorus Pourr.
37.063946,-2.75609,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.06622,-2.761696,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.063946,-2.75609,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.06622,-2.761696,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.063946,-2.75609,Carlina corymbosa L.
37.06622,-2.761696,Koeleria vallesiana Asch. & Graebn.
37.081837,-2.6998,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.063946,-2.75609,Festuca scariosa Pau
37.066215,-2.758917,Pinus pinaster Bess.
37.081837,-2.6998,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.063946,-2.75609,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.066215,-2.758917,Quercus ilex subsp. ballota (Desf.) Bonafé
37.081837,-2.6998,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.063946,-2.75609,Koeleria vallesiana Asch. & Graebn.
37.066215,-2.758917,Sanguisorba minor Scop.
37.081837,-2.6998,Festuca scariosa Pau
37.063946,-2.75609,Paronychia suffruticosa DC.
37.066215,-2.758917,Ulex parviflorus Pourr.
37.081837,-2.6998,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.061669,-2.753285,Pinus pinaster Bess.
37.066215,-2.758917,Eryngium campestre L.
37.081837,-2.6998,Koeleria vallesiana Asch. & Graebn.
37.061669,-2.753285,Quercus ilex subsp. ballota (Desf.) Bonafé
37.066215,-2.758917,Phlomis crinita Cav.
37.081837,-2.6998,Festuca indigesta Boiss.
37.061669,-2.753285,Ulex parviflorus Pourr.
37.066215,-2.758917,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.082039,-2.789785,Pinus sylvestris Lour.
37.061669,-2.753285,Eryngium campestre L.
37.066215,-2.758917,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.082039,-2.789785,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.061669,-2.753285,Marrubium vulgare L.
37.066215,-2.758917,Carlina corymbosa L.
37.082039,-2.789785,Hormathophylla spinosa (L.) Kupfer
37.061669,-2.753285,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.066215,-2.758917,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.082039,-2.789785,Erinacea anthyllis Link
37.061669,-2.753285,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.066215,-2.758917,Koeleria vallesiana Asch. & Graebn.
37.082039,-2.789785,Bupleurum spinosum Gouan & Ill.Observ.Bot.
37.061669,-2.753285,Carlina corymbosa L.
37.061684,-2.756131,Pinus pinaster Bess.
37.082039,-2.789785,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.061669,-2.753285,Festuca scariosa Pau
37.061684,-2.756131,Quercus ilex subsp. ballota (Desf.) Bonafé
37.082039,-2.789785,Thymus serpylloides subsp. serpylloides
37.061669,-2.753285,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.061684,-2.756131,Paronychia capitata Lam.
37.082039,-2.789785,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.061669,-2.753285,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama
37.061684,-2.756131,Lotus corniculatus L.
37.082039,-2.789785,Festuca indigesta Boiss.
37.061669,-2.753285,Koeleria vallesiana Asch. & Graebn.
37.081837,-2.6998,Paronychia suffruticosa DC.
37.086419,-2.739174,Quercus ilex subsp. ballota (Desf.) Bonafé
37.082039,-2.789785,Paronychia suffruticosa DC.
37.086419,-2.739174,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.081997,-2.767294,Pinus nigra Aiton
37.086419,-2.739174,Medicago sativa L.
37.081997,-2.767294,Berberis hispanica Boiss. & Reut.
37.086419,-2.739174,Genista umbellata Salzm. ex DC.
37.081997,-2.767294,Quercus ilex subsp. ballota (Desf.) Bonafé
37.086419,-2.739174,Retama sphaerocarpa Boiss.
37.081997,-2.767294,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.086419,-2.739174,Ulex parviflorus Pourr.
37.081997,-2.767294,Retama sphaerocarpa Boiss.
37.086419,-2.739174,Eryngium campestre L.
37.081997,-2.767294,Erinacea anthyllis Link
37.086419,-2.739174,Thymus baeticus Boiss. ex Lacaita
37.081997,-2.767294,Eryngium campestre L.
37.086419,-2.739174,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.081997,-2.767294,Phlomis crinita Cav.
37.086419,-2.739174,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.081997,-2.767294,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.086419,-2.739174,Artemisia barrelieri Bess.
37.081997,-2.767294,Teucrium compactum Clem. ex Lag.
37.086419,-2.739174,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.081997,-2.767294,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.086419,-2.739174,Carlina corymbosa L.
37.086527,-2.756017,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.081997,-2.767294,Carlina corymbosa L.
37.086419,-2.739174,Festuca scariosa Pau
37.086527,-2.756017,Ulex parviflorus Pourr.
37.081997,-2.767294,Avenula bromoides subsp. pauneroi Romero Zarco
37.086419,-2.739174,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.086527,-2.756017,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.081997,-2.767294,Koeleria vallesiana Asch. & Graebn.
37.086419,-2.739174,Koeleria vallesiana Asch. & Graebn.
37.086527,-2.756017,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.081997,-2.767294,Rosa canina L.
37.082058,-2.795433,Pinus sylvestris Lour.
37.086527,-2.756017,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.073019,-2.767299,Pinus sylvestris Lour.
37.082058,-2.795433,Hormathophylla spinosa (L.) Kupfer
37.086527,-2.756017,Avenula bromoides subsp. pauneroi Romero Zarco
37.073019,-2.767299,Quercus ilex subsp. ballota (Desf.) Bonafé
37.082058,-2.795433,Cytisus galianoi Talavera & P.E.Gibbs
37.086527,-2.756017,Koeleria vallesiana Asch. & Graebn.
37.073019,-2.767299,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.082058,-2.795433,Thymus serpylloides subsp. serpylloides
37.086527,-2.756017,Festuca indigesta Boiss.
37.073019,-2.767299,Helianthemum cinereum Pers.
37.082058,-2.795433,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.086527,-2.756017,Paronychia suffruticosa DC.
37.073019,-2.767299,Ulex parviflorus Pourr.
37.082058,-2.795433,Koeleria vallesiana Asch. & Graebn.
37.073016,-2.789776,Pinus uncinata Steud.
37.082058,-2.795433,Festuca indigesta Boiss.
37.073019,-2.767299,Erinacea anthyllis Link
37.073016,-2.789776,Quercus ilex subsp. ballota (Desf.) Bonafé
37.081837,-2.6998,Quercus ilex subsp. ballota (Desf.) Bonafé
37.073019,-2.767299,Eryngium campestre L.
37.073016,-2.789776,Helianthemum cinereum Pers.
37.081837,-2.6998,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.073019,-2.767299,Bupleurum spinosum Gouan & Ill.Observ.Bot.
37.073016,-2.789776,Ononis speciosa Lag.
37.081837,-2.6998,Fumana thymifolia Spach
37.073019,-2.767299,Phlomis crinita Cav.
37.073016,-2.789776,Ulex parviflorus Pourr.
37.081837,-2.6998,Dorycnium pentaphyllum Scop.
37.073019,-2.767299,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.073016,-2.789776,Erinacea anthyllis Link
37.081837,-2.6998,Genista umbellata Salzm. ex DC.
37.073019,-2.767299,Teucrium compactum Clem. ex Lag.
37.073016,-2.789776,Eryngium campestre L.
37.081837,-2.6998,Retama sphaerocarpa Boiss.
37.073019,-2.767299,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.073016,-2.789776,Bupleurum spinosum Gouan & Ill.Observ.Bot.
37.073019,-2.767299,Ptilostemon hispanicus (Lam.) Greuter
37.073016,-2.789776,Phlomis crinita Cav.
37.073019,-2.767299,Carlina corymbosa L.
37.073016,-2.789776,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.073019,-2.767299,Festuca scariosa Pau
37.073016,-2.789776,Teucrium compactum Clem. ex Lag.
37.073019,-2.767299,Avenula bromoides subsp. pauneroi Romero Zarco
37.086488,-2.750324,Fumana thymifolia Spach
37.073016,-2.789776,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.073019,-2.767299,Koeleria vallesiana Asch. & Graebn.
37.086488,-2.750324,Genista umbellata Salzm. ex DC.
37.073016,-2.789776,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.073019,-2.767299,Festuca indigesta Boiss.
37.086488,-2.750324,Retama sphaerocarpa Boiss.
37.073016,-2.789776,Andryala ragusina L.
37.073059,-2.778526,Pinus sylvestris Lour.
37.086488,-2.750324,Ulex parviflorus Pourr.
37.073016,-2.789776,Carlina corymbosa L.
37.073059,-2.778526,Quercus ilex subsp. ballota (Desf.) Bonafé
37.086488,-2.750324,Eryngium campestre L.
37.073016,-2.789776,Festuca scariosa Pau
37.073059,-2.778526,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.086488,-2.750324,Thymus baeticus Boiss. ex Lacaita
37.073016,-2.789776,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.073059,-2.778526,Hormathophylla spinosa (L.) Kupfer
37.086488,-2.750324,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.073016,-2.789776,Koeleria vallesiana Asch. & Graebn.
37.073059,-2.778526,Erinacea anthyllis Link
37.086488,-2.750324,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.073016,-2.789776,Melica ciliata L.
37.073059,-2.778526,Bupleurum spinosum Gouan & Ill.Observ.Bot.
37.086488,-2.750324,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.063944,-2.77294,Quercus ilex subsp. ballota (Desf.) Bonafé
37.073059,-2.778526,Phlomis crinita Cav.
37.086488,-2.750324,Ptilostemon hispanicus (Lam.) Greuter
37.063944,-2.77294,Rumex induratus Boiss. & Reut.
37.073059,-2.778526,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.086488,-2.750324,Carlina corymbosa L.
37.063944,-2.77294,Genista umbellata Salzm. ex DC.
37.073059,-2.778526,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.086488,-2.750324,Festuca scariosa Pau
37.063944,-2.77294,Retama sphaerocarpa Boiss.
37.073059,-2.778526,Artemisia barrelieri Bess.
37.086488,-2.750324,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.063944,-2.77294,Ulex parviflorus Pourr.
37.073059,-2.778526,Carlina corymbosa L.
37.086488,-2.750324,Avenula bromoides subsp. pauneroi Romero Zarco
37.063944,-2.77294,Adenocarpus decorticans Boiss.
37.073059,-2.778526,Festuca scariosa Pau
37.086488,-2.750324,Koeleria vallesiana Asch. & Graebn.
37.063944,-2.77294,Ruta montana Mill.
37.073059,-2.778526,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.081813,-2.694186,Quercus ilex subsp. ballota (Desf.) Bonafé
37.063944,-2.77294,Eryngium campestre L.
37.073059,-2.778526,Avenula bromoides subsp. pauneroi Romero Zarco
37.063944,-2.77294,Phlomis crinita Cav.
37.081813,-2.694186,Cistus albidus L.
37.073059,-2.778526,Koeleria vallesiana Asch. & Graebn.
37.063944,-2.77294,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.081813,-2.694186,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.063981,-2.778598,Pinus pinaster Bess.
37.063944,-2.77294,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.081813,-2.694186,Fumana thymifolia Spach
37.063981,-2.778598,Quercus ilex subsp. ballota (Desf.) Bonafé
37.063944,-2.77294,Teucrium compactum Clem. ex Lag.
37.081813,-2.694186,Genista umbellata Salzm. ex DC.
37.063944,-2.77294,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.063981,-2.778598,Ulex parviflorus Pourr.
37.081813,-2.694186,Ulex parviflorus Pourr.
37.063944,-2.77294,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.063981,-2.778598,Eryngium campestre L.
37.081813,-2.694186,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.063944,-2.77294,Carlina corymbosa L.
37.063981,-2.778598,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.081813,-2.694186,Teucrium compactum Clem. ex Lag.
37.063944,-2.77294,Festuca scariosa Pau
37.063981,-2.778598,Carlina corymbosa L.
37.081813,-2.694186,Koeleria vallesiana Asch. & Graebn.
37.063944,-2.77294,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.063981,-2.778598,Festuca scariosa Pau
37.059476,-2.784246,Quercus ilex subsp. ballota (Desf.) Bonafé
37.063985,-2.775752,Pinus pinaster Bess.
37.063981,-2.778598,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.059476,-2.784246,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.077519,-2.758859,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.063985,-2.775752,Pinus sylvestris Lour.
37.086527,-2.756017,Quercus ilex subsp. ballota (Desf.) Bonafé
37.059476,-2.784246,Sanguisorba minor Scop.
37.077519,-2.758859,Retama sphaerocarpa Boiss.
37.063985,-2.775752,Quercus ilex subsp. ballota (Desf.) Bonafé
37.059476,-2.784246,Ulex parviflorus Pourr.
37.077519,-2.758859,Ulex parviflorus Pourr.
37.063985,-2.775752,Rumex induratus Boiss. & Reut.
37.059476,-2.784246,Adenocarpus decorticans Boiss.
37.077519,-2.758859,Erinacea anthyllis Link
37.063985,-2.775752,Ulex parviflorus Pourr.
37.059476,-2.784246,Thymus mastichina Sibth. & Sm.
37.077519,-2.758859,Adenocarpus decorticans Boiss.
37.063985,-2.775752,Adenocarpus decorticans Boiss.
37.059476,-2.784246,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.077519,-2.758859,Eryngium campestre L.
37.063985,-2.775752,Daphne gnidium L.
37.059476,-2.784246,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.077519,-2.758859,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.063985,-2.775752,Bupleurum spinosum Gouan & Ill.Observ.Bot.
37.059476,-2.784246,Teucrium compactum Clem. ex Lag.
37.077519,-2.758859,Teucrium compactum Clem. ex Lag.
37.063985,-2.775752,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.059476,-2.784246,Rubia peregrina L.
37.077519,-2.758859,Carlina corymbosa L.
37.063985,-2.775752,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.059476,-2.784246,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.077519,-2.758859,Festuca scariosa Pau
37.063985,-2.775752,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.059476,-2.784246,Andryala ragusina L.
37.077519,-2.758859,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.063985,-2.775752,Lactuca tenerrima Pourr.
37.059476,-2.784246,Ptilostemon hispanicus (Lam.) Greuter
37.077519,-2.758859,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama
37.063985,-2.775752,Ptilostemon hispanicus (Lam.) Greuter
37.059476,-2.784246,Festuca scariosa Pau
37.077519,-2.758859,Koeleria vallesiana Asch. & Graebn.
37.063985,-2.775752,Carlina corymbosa L.
37.059476,-2.784246,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.079709,-2.758807,Pinus pinaster Bess.
37.063985,-2.775752,Festuca scariosa Pau
37.059476,-2.784246,Festuca indigesta Boiss.
37.079709,-2.758807,Quercus ilex subsp. ballota (Desf.) Bonafé
37.063985,-2.775752,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.059476,-2.784246,Paronychia suffruticosa DC.
37.079709,-2.758807,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.063985,-2.775752,Agrostis canina L.
37.081984,-2.75601,Quercus ilex subsp. ballota (Desf.) Bonafé
37.079709,-2.758807,Fumana thymifolia Spach
37.063985,-2.775752,Rubus ulmifolius Schott
37.081984,-2.75601,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.079709,-2.758807,Ulex parviflorus Pourr.
37.063985,-2.775752,Rosa canina L.
37.081984,-2.75601,Ulex parviflorus Pourr.
37.079709,-2.758807,Erinacea anthyllis Link
37.086488,-2.750324,Quercus ilex subsp. ballota (Desf.) Bonafé
37.081984,-2.75601,Adenocarpus decorticans Boiss.
37.079709,-2.758807,Adenocarpus decorticans Boiss.
37.086488,-2.750324,Cistus albidus L.
37.075208,-2.753185,Carlina corymbosa L.
37.081984,-2.75601,Thymus mastichina Sibth. & Sm.
37.079709,-2.758807,Eryngium campestre L.
37.086488,-2.750324,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.075208,-2.753185,Festuca scariosa Pau
37.081984,-2.75601,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.079709,-2.758807,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.075208,-2.753185,Avenula bromoides subsp. pauneroi Romero Zarco
37.081984,-2.75601,Teucrium compactum Clem. ex Lag.
37.079709,-2.758807,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.075208,-2.753185,Koeleria vallesiana Asch. & Graebn.
37.081984,-2.75601,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.079709,-2.758807,Carlina corymbosa L.
37.075196,-2.756031,Pinus pinaster Bess.
37.081984,-2.75601,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.079709,-2.758807,Festuca elegans Boiss.
37.075196,-2.756031,Quercus ilex subsp. ballota (Desf.) Bonafé
37.079709,-2.758807,Festuca scariosa Pau
37.081984,-2.75601,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.075196,-2.756031,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.079709,-2.758807,Avenula bromoides subsp. pauneroi Romero Zarco
37.075196,-2.756031,Retama sphaerocarpa Boiss.
37.081984,-2.75601,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama
37.079709,-2.758807,Koeleria vallesiana Asch. & Graebn.
37.075196,-2.756031,Ulex parviflorus Pourr.
37.081984,-2.75601,Koeleria vallesiana Asch. & Graebn.
37.079709,-2.758807,Festuca indigesta Boiss.
37.075196,-2.756031,Erinacea anthyllis Link
37.081984,-2.75601,Paronychia suffruticosa DC.
37.079709,-2.758807,Paronychia suffruticosa DC.
37.075196,-2.756031,Adenocarpus decorticans Boiss.
37.081986,-2.761601,Berberis hispanica Boiss. & Reut.
37.073006,-2.756128,Pinus nigra Aiton
37.075196,-2.756031,Phlomis crinita Cav.
37.081986,-2.761601,Quercus ilex subsp. ballota (Desf.) Bonafé
37.073006,-2.756128,Quercus ilex subsp. ballota (Desf.) Bonafé
37.075196,-2.756031,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.081986,-2.761601,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.073006,-2.756128,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.075196,-2.756031,Festuca scariosa Pau
37.081986,-2.761601,Adenocarpus decorticans Boiss.
37.073006,-2.756128,Ulex parviflorus Pourr.
37.075196,-2.756031,Avenula bromoides subsp. pauneroi Romero Zarco
37.081986,-2.761601,Thymus mastichina Sibth. & Sm.
37.073006,-2.756128,Erinacea anthyllis Link
37.075196,-2.756031,Koeleria vallesiana Asch. & Graebn.
37.081986,-2.761601,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.073006,-2.756128,Adenocarpus decorticans Boiss.
37.075196,-2.756031,Festuca indigesta Boiss.
37.081986,-2.761601,Digitalis purpurea L.
37.073006,-2.756128,Eryngium campestre L.
37.063913,-2.753267,Pinus pinaster Bess.
37.081986,-2.761601,Rubia peregrina L.
37.073006,-2.756128,Bupleurum spinosum Gouan & Ill.Observ.Bot.
37.063913,-2.753267,Quercus ilex subsp. ballota (Desf.) Bonafé
37.081986,-2.761601,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.073006,-2.756128,Phlomis crinita Cav.
37.063913,-2.753267,Ulex parviflorus Pourr.
37.081986,-2.761601,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.073006,-2.756128,Helichrysum italicum var. serotinum (Boiss.) O.de Bolòs & J.Vigo
37.063913,-2.753267,Erinacea anthyllis Link
37.081986,-2.761601,Festuca scariosa Pau
37.073006,-2.756128,Carlina corymbosa L.
37.063913,-2.753267,Eryngium campestre L.
37.081986,-2.761601,Arrhenatherum elatius f. bulbosum (Willd.) T.Koyama
37.073006,-2.756128,Festuca elegans Boiss.
37.063913,-2.753267,Phlomis crinita Cav.
37.081986,-2.761601,Festuca indigesta Boiss.
37.073006,-2.756128,Festuca scariosa Pau
37.063913,-2.753267,Festuca scariosa Pau
37.081986,-2.761601,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.073006,-2.756128,Avenula bromoides subsp. pauneroi Romero Zarco
37.063913,-2.753267,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.081986,-2.761601,Prunus ramburii Boiss.
37.073006,-2.756128,Koeleria vallesiana Asch. & Graebn.
37.063913,-2.753267,Koeleria vallesiana Asch. & Graebn.
37.081986,-2.761601,Rosa canina L.
37.07745,-2.756024,Pinus pinaster Bess.
37.081763,-2.688504,Quercus ilex subsp. ballota (Desf.) Bonafé
37.077519,-2.758859,Pinus pinaster Bess.
37.07745,-2.756024,Quercus ilex subsp. ballota (Desf.) Bonafé
37.081763,-2.688504,Cistus albidus L.
37.077519,-2.758859,Quercus ilex subsp. ballota (Desf.) Bonafé
37.07745,-2.756024,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.081763,-2.688504,Halimium umbellatum subsp. viscosum (Willk.) O.Bolòs & Vigo
37.046201,-2.969828,Hieracium pilosella subsp. tricholepium Näg. & Peter
37.07745,-2.756024,Retama sphaerocarpa Boiss.
37.081763,-2.688504,Fumana thymifolia Spach
37.046201,-2.969828,Carlina corymbosa L.
37.07745,-2.756024,Ulex parviflorus Pourr.
37.081763,-2.688504,Ulex parviflorus Pourr.
37.046201,-2.969828,Festuca scariosa Pau
37.07745,-2.756024,Erinacea anthyllis Link
37.081763,-2.688504,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.046201,-2.969828,Koeleria vallesiana Asch. & Graebn.
37.07745,-2.756024,Adenocarpus decorticans Boiss.
37.081763,-2.688504,Lavandula stoechas subsp. caesia Borja & Rivas Goday
37.046201,-2.969828,Agrostis canina L.
37.07745,-2.756024,Thymus serpylloides subsp. gadorensis (Pau) Jalas
37.081763,-2.688504,Dactylis glomerata subsp. hispanica (Roth) Nyman
37.046201,-2.969828,Crataegus monogyna subsp. brevispina (G.Kunze) Franco
37.07745,-2.756024,Artemisia campestris var. glutinosa (Gay ex Bess.) Y.R.Ling
37.081763,-2.688504,Koeleria vallesiana Asch. & Graebn.
